BRINNUMMER;INSTELLINGSNAAM_VESTIGING;VESTIGINGSNUMMER;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;AANTAL_LEERLINGEN;AANTAL_ZITTENBLIJVERS;AANTAL_AFSTROMERS;AANTAL_OPSTROMERS
16YV;Regionale Scholengemeenschap Pantarijn voor Lyc Havo Mavo Vbo Pro Lwoo;00;WAGENINGEN;0289;WAGENINGEN;Gelderland;1697;85;61;108
16YV;Regionale Scholengemeenschap Pantarijn voor Lyc Havo Mavo Vbo Pro Lwoo;01;WAGENINGEN;0289;WAGENINGEN;Gelderland;343;9;1;45
16YV;Regionale Scholengemeenschap Pantarijn voor Lyc Havo Mavo Vbo Pro Lwoo;02;RHENEN;0340;RHENEN;Utrecht;263;11;2;38
16YV;Regionale Scholengemeenschap Pantarijn voor Lyc Havo Mavo Vbo Pro Lwoo;04;KESTEREN;1740;NEDER-BETUWE;Gelderland;253;4;11;52
16ZK;Hogeland College voor Ath Havo Mavo Vbo Lwoo;00;WARFFUM;1966;HET HOGELAND;Groningen;735;59;29;7
16ZK;Hogeland College voor Ath Havo Mavo Vbo Lwoo;01;WEHE-DEN HOORN;1966;HET HOGELAND;Groningen;177;4;1;6
16ZK;Hogeland College voor Ath Havo Mavo Vbo Lwoo;02;UITHUIZEN;1966;HET HOGELAND;Groningen;444;29;1;10
17AA;Gerrit Komrij College Gemeentelijke Scholengemeenschap voor Vwo Havo Vmbo;00;WINTERSWIJK;0294;WINTERSWIJK;Gelderland;1432;73;52;61
17AA;Gerrit Komrij College Gemeentelijke Scholengemeenschap voor Vwo Havo Vmbo;03;WINTERSWIJK;0294;WINTERSWIJK;Gelderland;113;53;0;8
17AN;Minkema College voor Lwoo Vmbo Havo Atheneum Gymnasium;00;WOERDEN;0632;WOERDEN;Utrecht;1769;110;50;4
17AN;Minkema College voor Lwoo Vmbo Havo Atheneum Gymnasium;01;WOERDEN;0632;WOERDEN;Utrecht;855;186;5;38
17AY;Cambium College voor Atheneum Havo Mavo Vbo Lwoo;00;ZALTBOMMEL;0297;ZALTBOMMEL;Gelderland;1383;89;31;38
17AY;Scholengroep Cambium Gem Ath Havo Mavo Vbo Lwoo;04;ZALTBOMMEL;0297;ZALTBOMMEL;Gelderland;429;16;6;3
17BI;Opb Sgm Schoonoord Voor Lyc Havo Mavo Vbo Lwoo;02;DOORN;1581;UTRECHTSE HEUVELRUG;Utrecht;289;27;9;13
17BI;Openbare Scholengroep Schoonoord;00;ZEIST;0355;ZEIST;Utrecht;1784;108;35;64
17BI;Openbare Scholengroep Schoonoord;05;ZEIST;0355;ZEIST;Utrecht;27;0;2;0
17BZ;Van der Capellen Scholengemeenschap voor ATH HAVO MAVO VBO LWOO;00;ZWOLLE;0193;ZWOLLE;Overijssel;1121;104;86;21
17BZ;Van der Capellen Scholengemeenschap voor ATH HAVO MAVO VBO LWOO;02;WIJHE;1773;OLST-WIJHE;Overijssel;395;26;17;7
17BZ;Van der Capellen Scholengemeenschap voor ATH HAVO MAVO VBO LWOO;03;ELBURG;0230;ELBURG;Gelderland;233;7;16;54
17BZ;Van der Capellen Scholengemeenschap voor ATH HAVO MAVO VBO LWOO;04;DEDEMSVAART;0160;HARDENBERG;Overijssel;435;21;18;22
17BZ;Van der Capellen Scholengemeenschap voor ATH HAVO MAVO VBO LWOO;14;ZWOLLE;0193;ZWOLLE;Overijssel;72;2;2;17
17CK;Regionale Scholengemeenschap 't Slingerbos voor Ath Havo Mavo;01;ZEEWOLDE;0050;ZEEWOLDE;Flevoland;584;15;40;31
17CK;Regionale Scholengemeenschap Slingerbos/Levant voor Ath Havo Mavo;00;HARDERWIJK;0243;HARDERWIJK;Gelderland;1743;125;42;84
17CR;Einstein Lyceum Openbare Scholengemeenschap voor MAVO HAVO Atheneum en Gymnasium;00;HOOGVLIET ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;617;57;3;81
17DD;rsg Wiringherlant voor vwo havo mavo en vbo;00;WIERINGERWERF;1911;HOLLANDS KROON;Noord-Holland;1041;37;57;57
17DN;Openbare Scholengemeenschap De Meergronden -  locatie Arte College;01;ALMERE;0034;ALMERE;Flevoland;790;43;29;8
17DN;Openbare Scholengemeenschap De Meergronden voor Lyc Havo Mavo Vbo Lwoo;00;ALMERE;0034;ALMERE;Flevoland;1372;92;21;36
17GM;Oosterlicht College PC SGM V ATH HAVO MAVO VBO;00;NIEUWEGEIN;0356;NIEUWEGEIN;Utrecht;1838;110;50;61
17GM;Oosterlicht College Pc Sgm V Ath Havo Mavo Vbo;02;VIANEN UT;1961;VIJFHEERENLANDEN;Utrecht;711;15;14;11
17GT;Rooms Katholieke Scholengemeenschap St Ursula voor Vwo Havo Vmbo Lwoo;00;HORN;1640;LEUDAL;Limburg;1420;68;39;110
17GT;Rooms katholieke Scholengemeenschap St Ursula voor Vwo Havo Vmbo Lwoo;02;HEYTHUYSEN;1640;LEUDAL;Limburg;565;12;4;6
17HB;Scholengemeenschap ZAAM West voor Vwo  Havo Mavo Vbo Lwoo;03;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;263;18;6;5
17HB;Scholengemeenschap ZAAM West voor Vwo Havo Mavo Vbo Lwoo;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;618;87;53;0
17HB;Scholengemeenschap ZAAM West voor Vwo Havo Mavo Vbo Lwoo;06;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;481;7;2;74
17HB;Scholengemeenschap ZAAM West voorVwo Havo Mavo Vbo Lwoo;07;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;220;13;5;16
17HH;Haemstede Barger MAVO;00;HEEMSTEDE;0397;HEEMSTEDE;Noord-Holland;324;25;6;20
17HN;Elzendaalcollege Rooms Katholieke Scholengemeenschap voor Lyc Havo Mavo;00;BOXMEER;0756;BOXMEER;Noord-Brabant;1692;84;57;84
17HN;Elzendaalcollege Rooms Katholieke Scholengemeenschap voor Lyc Havo Mavo;02;GENNEP;0907;GENNEP;Limburg;581;15;2;59
17HR;Interconf Hofstadcollege voor LYC HAVO MAVO VBO LWOO;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;534;27;33;37
17HR;Interconf Hofstadcollege voor LYC HAVO MAVO VBO LWOO;02;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;977;71;43;6
17HR;Interconf Hofstadcollege voor LYC HAVO MAVO VBO LWOO locatie Heldring College;05;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;471;24;16;27
17HX;Mgr A E Rientjes Mavo;00;MAARSSEN;1904;STICHTSE VECHT;Utrecht;519;32;4;34
17IM;Over Betuwe College voor Ath Havo Mavo Vbo Lwoo;00;BEMMEL;1705;LINGEWAARD;Gelderland;1284;89;42;4
17IM;Over Betuwe College voor Ath Havo Mavo Vbo Lwoo;01;ELST GLD;1734;OVERBETUWE;Gelderland;261;16;9;30
17IM;Over Betuwe College voor Ath Havo Mavo Vbo Lwoo;02;HUISSEN;1705;LINGEWAARD;Gelderland;804;10;16;34
17IM;Over Betuwe College voor Ath Havo Mavo Vbo Lwoo;05;ELST GLD;1734;OVERBETUWE;Gelderland;387;36;6;26
17IM;Over Betuwe College voor VMBO-t;04;BEMMEL;1705;LINGEWAARD;Gelderland;478;18;9;21
17IR;Pax Christi College - scholengemeenschap voor vwo havo vmbo lwoo;00;DRUTEN;0225;DRUTEN;Gelderland;800;50;7;38
17IR;Pax Christi College - scholengemeenschap voor vwo havo vmbo lwoo;01;BENEDEN-LEEUWEN;0668;WEST MAAS EN WAAL;Gelderland;255;2;25;11
17IR;Pax Christi College - scholengemeenschap voor vwo havo vmbo lwoo;02;DRUTEN;0225;DRUTEN;Gelderland;958;70;49;3
17JB;Charlemagne College locatie Brandenberg;01;LANDGRAAF;0882;LANDGRAAF;Limburg;670;28;16;17
17JB;Charlemagne College voor VWO (ath.-gymn.), havo, vmbo, vmbo-t, lwoo;00;LANDGRAAF;0882;LANDGRAAF;Limburg;1403;90;68;49
17JB;Charlemagne College, locatie Holz;02;KERKRADE;0928;KERKRADE;Limburg;405;33;20;9
17JY;Gymnasium Beekvliet;00;SINT-MICHIELSGESTEL;0845;SINT-MICHIELSGESTEL;Noord-Brabant;822;56;14;0
17KF;Van Maerlant voor Mavo Vbo Lwoo;00;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Noord-Brabant;645;7;2;9
17KF;Van Maerlant voor Mavo Vbo Lwoo;02;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Noord-Brabant;125;9;2;1
17KY;Roncalli MAVO;00;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;626;58;5;29
17VF;Amsterdams Beroepscollege Noorderlicht;02;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;408;23;5;1
17VF;Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo Lwoo;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;1122;147;71;10
17VF;Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo Lwoo;03;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;524;34;19;32
17VF;Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo Lwoo;04;MONNICKENDAM;0852;WATERLAND;Noord-Holland;327;30;9;40
17VF;Scholengemeenschap Zaam Noord Vwo  Havo Mavo Vbo Lwoo;06;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;133;58;0;0
17VN;Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO;01;ENSCHEDE;0153;ENSCHEDE;Overijssel;302;27;7;9
17VN;Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO;05;ENSCHEDE;0153;ENSCHEDE;Overijssel;1821;115;76;40
17VN;Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO;06;ENSCHEDE;0153;ENSCHEDE;Overijssel;1235;101;77;17
17VN;Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO;09;ENSCHEDE;0153;ENSCHEDE;Overijssel;708;20;23;29
17VP;Instelling Voortgezet Onderwijs Deurne -   Hub van Doornecollege;02;DEURNE;0762;DEURNE;Noord-Brabant;718;9;11;27
17VP;Instelling Voortgezet Onderwijs Deurne voor ATH HAVO MAVO VBO LWOO;00;DEURNE;0762;DEURNE;Noord-Brabant;1155;98;31;4
17VP;Instelling Voortgezet Onderwijs Deurne, Alfrinkcollege  ATH HAVO MAVO VBO LWOO;01;DEURNE;0762;DEURNE;Noord-Brabant;598;25;7;50
17VS;Greijdanus School voor LWOO VMBO HAVO VWO;00;ZWOLLE;0193;ZWOLLE;Overijssel;2265;47;57;81
17VS;Greijdanus School voor LWOO VMBO HAVO VWO;02;ENSCHEDE;0153;ENSCHEDE;Overijssel;153;10;9;2
17VS;Greijdanus School voor LWOO VMBO HAVO VWO;03;HARDENBERG;0160;HARDENBERG;Overijssel;894;16;41;29
17VS;Greijdanus School voor LWOO VMBO HAVO VWO;04;MEPPEL;0119;MEPPEL;Drenthe;480;9;23;6
17WP;Werkplaats Kindergemeenschap;00;BILTHOVEN;0310;DE BILT;Utrecht;1325;56;10;73
17WQ;Lentiz locatie Geuzencollege;05;VLAARDINGEN;0622;VLAARDINGEN;Zuid-Holland;883;36;4;10
17WQ;Lentiz locatie Lentiz VMBO Life College;08;SCHIEDAM;0606;SCHIEDAM;Zuid-Holland;662;7;3;8
17WQ;Lentiz locatie Revius;06;MAASSLUIS;0556;MAASSLUIS;Zuid-Holland;814;42;28;139
17WQ;Lentiz onderwijsgroep;00;VLAARDINGEN;0622;VLAARDINGEN;Zuid-Holland;1018;94;40;24
17WQ;VMBO Maassluis (Lentiz VMBO Maassluis);11;MAASSLUIS;0556;MAASSLUIS;Zuid-Holland;194;8;2;7
17XU;Heerenlanden College;00;LEERDAM;1961;VIJFHEERENLANDEN;Utrecht;985;71;50;7
17XU;Heerenlanden College;01;LEERDAM;1961;VIJFHEERENLANDEN;Utrecht;195;5;1;1
17YF;Zuiderpark College voor Mavo Vbo en Lwoo;00;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;827;97;14;5
17YF;Zuiderpark locatie Young Business School Rotterdam voor  vmbo en mavo;02;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;239;6;3;1
17YS;Esprit Scholen voor Lyceum Havo Mavo Vbo Lwoo;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;677;156;2;89
17YS;Esprit Scholen voor Lyceum Havo Mavo Vbo Lwoo;21;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;202;5;1;1
17YS;Esprit Scholengroep voor Luceum Havo Mavo Vbo Lwoo;12;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;10;0;0;0
17YS;Esprit Scholengroep voor Lyceum Havo Mavo Vbo Lwoo;02;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;231;23;2;61
17YS;Esprit Scholengroep Voor Lyceum Havo Mavo Vbo Lwoo;03;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;1098;70;58;27
17YS;Esprit Scholengroep voor Lyceum Havo Mavo Vbo Lwoo;04;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;624;25;12;46
17YS;Esprit Scholengroep voor Lyceum Havo Mavo Vbo Lwoo;08;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;760;73;34;2
17YS;Esprit Scholengroep voor Lyceum Havo Mavo Vbo Lwoo;18;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;466;20;0;53
18AN;Globe College, brede school voor vmbo, basis, kader en theoretische leerweg;00;UTRECHT;0344;UTRECHT;Utrecht;510;19;3;18
18CH;Melanchthon Chr. SGM voor gymnasium atheneum havo vmbo;00;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;1041;67;37;32
18CH;Melanchthon Chr. SGM voor gymnasium atheneum havo vmbo, loc. Kralingen;09;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;190;1;3;9
18CH;Melanchthon Chr. SGM voor gymnasium atheneum havo vmbo, loc. Kralingen;15;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;179;0;6;3
18CH;Melanchthon Chr. SGM voor gymnasium atheneum havo vmbo, loc. Mathenesse;10;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;374;16;9;4
18CH;Melanchthon Chr. SGM voor gymnasium atheneum havo vmbo, loc. Mavo Schiebroek;03;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;335;26;3;23
18CH;Melanchthon Chr. SGM voor gymnasium atheneum havo vmbo, loc. Wilgenplaslaan;02;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;366;17;21;8
18CV;Martinus College Christelijke Scholengemeenschap voor LYC HAVO MAVO VBO LWOO;00;GROOTEBROEK;0532;STEDE BROEC;Noord-Holland;1970;102;91;71
18DD;Scholengemeenschap Philips van Horne voor LYC HAVO MAVO VBO LWOO;00;WEERT;0988;WEERT;Limburg;1653;109;60;68
18DD;Scholengemeenschap Philips van Horne voor Lyc Havo Mavo Vbo Lwoo loc. Kwadrant;02;WEERT;0988;WEERT;Limburg;514;15;5;16
18DE;DaCapo College Born;00;BORN;1883;SITTARD-GELEEN;Limburg;380;13;31;23
18DO;Romboutscollege voor Atheneum Havo en Mavo;00;BRUNSSUM;0899;BRUNSSUM;Limburg;515;37;1;79
18DQ;Scholengemeenschap Lelystad voor Ath Havo Mavo Vbo Lwoo;00;LELYSTAD;0995;LELYSTAD;Flevoland;1331;84;43;30
18GC;Scholengemeenschap De Rietlanden Ath Havo Mavo Vbo Lwoo;00;LELYSTAD;0995;LELYSTAD;Flevoland;1340;87;38;46
18TR;Onderwijsgr. Zuid-Hollandse Waarden gymnasium, atheneum, havo, mavo, vmbo, lwoo;00;RIDDERKERK;0597;RIDDERKERK;Zuid-Holland;753;37;17;19
18TR;Onderwijsgroep Zuid-Hollandse Waarden locatie  Focus;11;BARENDRECHT;0489;BARENDRECHT;Zuid-Holland;320;6;0;0
18TR;Onderwijsgroep Zuid-Hollandse Waarden locatie Dalton Barendrecht;07;BARENDRECHT;0489;BARENDRECHT;Zuid-Holland;1630;68;47;42
18TR;Onderwijsgroep Zuid-Hollandse Waarden locatie Gemini Lekkerkerk;01;LEKKERKERK;1931;KRIMPENERWAARD;Zuid-Holland;650;34;9;67
18TR;Onderwijsgroep Zuid-Hollandse Waarden locatie LOC@ Walburg;03;ZWIJNDRECHT;0642;ZWIJNDRECHT;Zuid-Holland;347;10;11;19
18TR;Onderwijsgroep Zuid-Hollandse Waarden locatie Walburg Zwijndrecht;02;ZWIJNDRECHT;0642;ZWIJNDRECHT;Zuid-Holland;1170;93;72;34
18WS;Anna Van Ryn College Opbare Scholengemeenschap voor Ath Havo Mavo Vbo;00;NIEUWEGEIN;0356;NIEUWEGEIN;Utrecht;1059;82;37;43
18WS;Anna Van Ryn College Opbare Scholengemeenschap voor Ath Havo Mavo Vbo;01;NIEUWEGEIN;0356;NIEUWEGEIN;Utrecht;325;18;1;5
18WS;Anna van Ryn College Openbare Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo;02;NIEUWEGEIN;0356;NIEUWEGEIN;Utrecht;106;6;0;1
18XR;Rythovius College Scholengemeenschap voor Lyc Havo Mavo;00;EERSEL;0770;EERSEL;Noord-Brabant;1280;43;61;59
18XU;Beatrix College voor Mavo, Havo, Atheneum;00;TILBURG;0855;TILBURG;Noord-Brabant;2483;150;69;148
18XU;Beatrix College voor Mavo, Havo, Atheneum locatie Reeshof College;01;TILBURG;0855;TILBURG;Noord-Brabant;402;1;36;3
18XX;Berechja College voor MAVO HAVO VBO;00;URK;0184;URK;Flevoland;416;6;4;19
19DH;Openbare Scholengemeenschap De Ring voor Putten voor Ath Havo Mavo;00;SPIJKENISSE;1930;NISSEWAARD;Zuid-Holland;1406;103;60;115
19EN;Jan Tinbergen College Openbare Scholengemeenschap voor Ath Havo Mavo;00;ROOSENDAAL;1674;ROOSENDAAL;Noord-Brabant;1327;82;85;97
19EN;Jan Tinbergen College Openbare Scholengemeenschap voor Ath Havo Mavo;02;ROOSENDAAL;1674;ROOSENDAAL;Noord-Brabant;282;28;0;13
19EO;"VMBO ""De Jutter"" Vlieland";00;VLIELAND;0096;VLIELAND;Friesland;37;4;0;9
19EQ;Hartenlustsch voor Mavo;00;BLOEMENDAAL;0377;BLOEMENDAAL;Noord-Holland;328;17;1;21
19ET;Gemeentelijke Scholengemeenschap t Schylger Jouw voor vmbo;00;MIDSLAND;0093;TERSCHELLING;Friesland;128;1;1;15
19EW;O.R.S. Lek en Linge vestiging de Lingeborgh voor vwo havo vmbo lwoo;05;GELDERMALSEN;1960;WEST BETUWE;Gelderland;1204;33;25;87
19EW;Openbare Regionale Scholengemeenschap Lek en Linge voor atheneum havo vmbo lwoo;00;CULEMBORG;0216;CULEMBORG;Gelderland;982;54;26;0
19EW;Openbare Regionale Schoolgemeenschap Lek en Linge voor vwo havo vmbo lwoo;01;CULEMBORG;0216;CULEMBORG;Gelderland;588;24;11;40
19EW;Openbare Regionale Schoolgemeenschap Lek en Linge voor vwo havo vmbo lwoo;03;CULEMBORG;0216;CULEMBORG;Gelderland;759;56;25;5
19EW;Openbare Regionale Schoolgemeenschap Lek en Linge voor vwo havo vmbo lwoo;04;CULEMBORG;0216;CULEMBORG;Gelderland;478;1;15;11
19FF;De Waerdenborch Scholengemeenschap voor Ath Havo Mavo Vbo (Disl);04;GOOR;1735;HOF VAN TWENTE;Overijssel;446;23;39;23
19FF;De Waerdenborch Scholengemeenschap voor Atheneum Havo Mavo Vbo;00;HOLTEN;1742;RIJSSEN-HOLTEN;Overijssel;1823;113;99;33
19GY;Comenius College Chr. SGM voor vwo havo vmbo lwoo;00;CAPELLE AAN DEN IJSSEL;0502;CAPELLE AAN DEN IJSSEL;Zuid-Holland;2065;117;59;63
19GY;Comenius College Chr. SGM voor vwo havo vmbo lwoo, loc. Krimpen;04;KRIMPEN AAN DEN IJSSEL;0542;KRIMPEN AAN DEN IJSSEL;Zuid-Holland;199;9;13;17
19GY;Comenius College Chr. SGM voor vwo havo vmbo lwoo, loc. Nieuwerkerk;06;NIEUWERKERK AD IJSSEL;1892;ZUIDPLAS;Zuid-Holland;424;23;26;67
19GY;Comenius College Chr. SGM voor vwo havo vmbo lwoo, loc. Rotterdam;05;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;329;16;9;21
19HG;Scholengroep Carmel Hengelo voor ATH HAVO MAVO VBO;00;HENGELO OV;0164;HENGELO;Overijssel;1106;48;42;10
19HG;Scholengroep Carmel Hengelo voor ATH HAVO MAVO VBO loc. Avila College;06;HENGELO OV;0164;HENGELO;Overijssel;491;18;0;35
19HG;Scholengroep Carmel Hengelo voor ATH HAVO MAVO VBO Loc. C.T. Stork College;10;HENGELO OV;0164;HENGELO;Overijssel;215;13;1;2
19HG;Scholengroep Carmel Hengelo voor ATH HAVO MAVO VBO Loc. Het Twickel Coll. Borne;02;BORNE;0147;BORNE;Overijssel;297;1;1;15
19HG;Scholengroep Carmel Hengelo voor ATH HAVO MAVO VBO Loc. Het Twickel Coll. Delden;04;DELDEN;1735;HOF VAN TWENTE;Overijssel;317;0;5;13
19HG;Scholengroep Carmel Hengelo voor ATH HAVO MAVO VBO Locatie Lyceum De Grundel;11;HENGELO OV;0164;HENGELO;Overijssel;943;52;19;8
19HG;Sg. Carmel Hengelo voor ATH HAVO MAVO VBO loc. De Arcade;12;HENGELO OV;0164;HENGELO;Overijssel;58;1;0;5
19HG;Sg. Carmel Hengelo voor ATH HAVO MAVO VBO loc. VMBO De Spindel Bataafse Kamp;09;HENGELO OV;0164;HENGELO;Overijssel;357;7;10;6
19HG;Sg. Carmel Hengelo voor ATH HAVO MAVO VBO loc. VMBO De Spindel Eaton;08;HENGELO OV;0164;HENGELO;Overijssel;120;6;4;1
19HR;Blariacumcollege Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;00;VENLO;0983;VENLO;Limburg;1926;67;23;138
19HV;Ath vh Bernardinuscol;00;HEERLEN;0917;HEERLEN;Limburg;554;45;26;0
19HY;Burg Walda Scholengemeenschap voor VMBO;00;NES AMELAND;0060;AMELAND;Friesland;168;2;0;18
19IP;Rembrandt College Openbare Scholengemeenschap voor Mavo Havo Ath;00;VEENENDAAL;0345;VEENENDAAL;Utrecht;1031;75;28;13
19IP;Rembrandt College Openbare Scholengemeenschap voor Mavo Havo Ath;01;RHENEN;0340;RHENEN;Utrecht;116;9;0;17
19IW;Regionale Schiolengemeenschap Wolfsbos;04;HOOGEVEEN;0118;HOOGEVEEN;Drenthe;398;7;7;24
19IW;Regionale Scholengemeenschap Wolfsbos;00;HOOGEVEEN;0118;HOOGEVEEN;Drenthe;1161;106;49;43
19IW;Regionale Scholengemeenschap Wolfsbos;05;HOOGEVEEN;0118;HOOGEVEEN;Drenthe;161;23;10;8
19KM;Mavo Schravenlant XL voor mavo en vmbo;00;SCHIEDAM;0606;SCHIEDAM;Zuid-Holland;528;43;1;14
19KZ;Pallas Athene College Openbare Scholengemeenschap voor Vwo Havo Mavo Vbo;00;EDE GLD;0228;EDE;Gelderland;1189;66;4;134
19LO;Linde College voor Atheneum Havo Mavo Vbo en Lwoo;00;WOLVEGA;0098;WESTSTELLINGWERF;Friesland;1281;61;88;17
19PV;Graaf Huyn College voor LYC HAVO MAVO VBO LWOO;00;GELEEN;1883;SITTARD-GELEEN;Limburg;1802;137;49;37
19QA;Koningin Wilhelmina College voor Lyc Havo Mavo Vbo Pro en Lwoo;00;CULEMBORG;0216;CULEMBORG;Gelderland;1330;52;34;33
19QA;Koningin Wilhelmina College voor Lyc Havo Mavo Vbo Pro en Lwoo;04;CULEMBORG;0216;CULEMBORG;Gelderland;263;1;5;9
19QC;School voor Havo Mavo V H Bernardinuscollege;00;HEERLEN;0917;HEERLEN;Limburg;566;52;17;6
19RX;Merletcollege Lyc Havo Mavo Vbo Lwoo;00;CUIJK;1684;CUIJK;Noord-Brabant;923;75;17;57
19RX;Merletcollege Lyc Havo Mavo Vbo Lwoo;01;GRAVE;0786;GRAVE;Noord-Brabant;690;53;2;54
19RX;Merletcollege Lyc Havo Mavo Vbo Lwoo;02;MILL;0815;MILL EN SINT HUBERT;Noord-Brabant;452;3;6;34
19RX;Merletcollege Lyc Havo Mavo Vbo Lwoo;05;VELP NB;0786;GRAVE;Noord-Brabant;39;9;0;0
19TI;Solyvius Coll loc Haarlemmermeer- Lyceum Zuidrand;05;HOOFDDORP;0394;HAARLEMMERMEER;Noord-Holland;991;62;15;12
19TI;Solyvius College SGM voor Lyc Havo Mavo Vbo Lwoo;00;HOOFDDORP;0394;HAARLEMMERMEER;Noord-Holland;1425;93;19;127
19TI;Solyvius College SGM voor Lyc Havo Mavo Vbo Lwoo;06;HOOFDDORP;0394;HAARLEMMERMEER;Noord-Holland;77;19;0;5
19TI;Solyvius College- locatie Hoofdvaart College;03;HOOFDDORP;0394;HAARLEMMERMEER;Noord-Holland;607;21;18;29
19XH;Het Hooghuis;00;OSS;0828;OSS;Noord-Brabant;1391;93;35;28
19XH;Het Hooghuis locatie De Singel;08;OSS;0828;OSS;Noord-Brabant;9;0;0;0
19XH;Het Hooghuis locatie Den Bongerd;07;OSS;0828;OSS;Noord-Brabant;181;6;3;18
19XH;Het Hooghuis locatie Heesch;03;HEESCH;1721;BERNHEZE;Noord-Brabant;537;25;11;29
19XH;Het Hooghuis locatie Mondriaan College;09;OSS;0828;OSS;Noord-Brabant;794;77;16;61
19XH;Het Hooghuis Locatie Stadion;01;OSS;0828;OSS;Noord-Brabant;792;40;33;27
19XH;Het Hooghuis locatie Zuid/West gebouw West;05;OSS;0828;OSS;Noord-Brabant;448;12;6;1
19XH;Het Hooghuis locatie Zuid/West gebouw Zuid;04;OSS;0828;OSS;Noord-Brabant;760;61;14;4
19XS;Sintermeertencollege Scholengemeenschap voor Lyceum Havo Mavo;00;HEERLEN;0917;HEERLEN;Limburg;1333;110;62;141
19XS;Sintermeertencollege Scholengemeenschap voor Lyceum Havo Mavo;01;HEERLEN;0917;HEERLEN;Limburg;77;2;0;4
19XV;Prisma VO;00;BREDA;0758;BREDA;Noord-Brabant;723;32;21;8
19XV;Prisma VO, vestiging De Rotonde vmbo;02;BREDA;0758;BREDA;Noord-Brabant;383;76;1;1
19XV;Prisma VO, vestiging Graaf Engelbrecht ath havo mavo;01;BREDA;0758;BREDA;Noord-Brabant;794;38;14;93
19XY;Amstelveen College Opb Ssm voor Gymnasium Havo en Mavo;00;AMSTELVEEN;0362;AMSTELVEEN;Noord-Holland;1697;102;20;78
19ZP;Maris College voor Mavo Vmbo Lwoo;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;595;11;0;18
19ZP;Maris College voor Mavo Vmbo Lwoo;06;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;207;6;3;4
19ZP;Maris College voor Mavo Vmbo Lwoo - locatie Houtrust;05;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;423;24;0;43
19ZP;Maris College voor Mavo Vmbo Lwoo - locatie Kijkduin;03;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;244;4;0;2
19ZP;Maris College voor Mavo Vmbo Lwoo - locatie Statenkwartier;04;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;243;9;1;1
19ZQ;Stedelijk Dalton College Alkmaar voor vwo havo mavo en vbo;00;ALKMAAR;0361;ALKMAAR;Noord-Holland;1146;67;28;44
19ZQ;Stedelijk Dalton College Alkmaar voor vwo havo mavo en vbo,vest. Van der Meij;02;ALKMAAR;0361;ALKMAAR;Noord-Holland;55;6;0;1
