BRINNUMMER;INSTELLINGSNAAM_VESTIGING;VESTIGINGSNUMMER;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;AANTAL_LEERLINGEN;AANTAL_ZITTENBLIJVERS;AANTAL_AFSTROMERS;AANTAL_OPSTROMERS
01VJ;Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro;04;DEVENTER;0150;DEVENTER;Overijssel;1512;201;13;10
01VJ;Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro;05;DEVENTER;0150;DEVENTER;Overijssel;360;10;0;7
01VJ;Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro;12;DEVENTER;0150;DEVENTER;Overijssel;84;21;0;1
01VN;Canisius College Lyceum Havo Mavo Vbo  Lwoo locatie Het Rijks VMBO Campus;09;NIJMEGEN;0268;NIJMEGEN;Gelderland;52;1;7;2
01VN;Canisius College Lyceum Havo Mavo Vbo Lwoo;00;NIJMEGEN;0268;NIJMEGEN;Gelderland;1432;84;21;234
01VN;Canisius College Lyceum Havo Mavo Vbo Lwoo locatie Het Rijks VMBO-Campus;04;NIJMEGEN;0268;NIJMEGEN;Gelderland;377;11;11;5
01VN;Canisius College Lyceum Havo Mavo Vbo Lwoo locatie Pontem College;03;NIJMEGEN;0268;NIJMEGEN;Gelderland;94;46;0;4
01VN;Canisius College Lyceum Havo Mavo Vbo Lwoo locatie Pontem College;08;NIJMEGEN;0268;NIJMEGEN;Gelderland;182;80;0;4
01WM;Burg Harmsma SGM voor VO Mavo Lhno en Lto;00;GORREDIJK;0086;OPSTERLAND;Friesland;680;46;13;27
01XF;osg Willem Blaeu voor vwo havo mavo en vbo;00;ALKMAAR;0361;ALKMAAR;Noord-Holland;1009;108;15;117
01XF;osg Willem Blaeu voor vwo havo mavo en vbo, vestiging Van der Meij College;01;ALKMAAR;0361;ALKMAAR;Noord-Holland;300;18;2;4
01XL;Strabrechtcollege Scholengemeenschap voor LYC HAVO MAVO;00;GELDROP;1771;GELDROP-MIERLO;Noord-Brabant;1322;112;37;26
01XN;Almere College Ontmoetingsschool voor PRO LWOO VMBO HAVO VWO;01;DRONTEN;0303;DRONTEN;Flevoland;989;47;13;75
01XN;Almere College Ontmoetingsschool voor PRO LWOO VMBO HAVO VWO;02;KAMPEN;0166;KAMPEN;Overijssel;190;7;2;0
01XN;Almere College, Ontmoetingsschool voor PRO LWOO VMBO HAVO VWO;00;KAMPEN;0166;KAMPEN;Overijssel;539;36;22;13
01XN;Almere College, Ontmoetingsschool voor PRO LWOO VMBO HAVO VWO;07;DRONTEN;0303;DRONTEN;Flevoland;47;12;0;5
01XN;Almere College, Ontmoetingsschool voor PRO LWOO VMBO HAVO VWO;09;DRONTEN;0303;DRONTEN;Flevoland;304;3;7;10
01XN;Almere College, Ontmoetingsschool voor PRO LWOO VMBO HAVO VWO;10;KAMPEN;0166;KAMPEN;Overijssel;68;8;0;7
02AN;Fons Vitae Lyceum voor havo en vwo;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;1031;43;26;13
02AP;Het Amsterdams Lyceum;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;1108;50;11;0
02AR;Scholengemeenschap voor Athenum en Havo Het Hervormd Lyceum Zuid;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;921;100;43;62
02CI;Christelijk Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Insula;01;DORDRECHT;0505;DORDRECHT;Zuid-Holland;424;11;6;27
02CI;Christelijk Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Insula;02;DORDRECHT;0505;DORDRECHT;Zuid-Holland;758;43;8;44
02CI;Christelijk Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Insula College;00;DORDRECHT;0505;DORDRECHT;Zuid-Holland;1166;58;59;5
02CR;Willem Lodewijkgymnasium;00;GRONINGEN;0014;GRONINGEN;Groningen;747;52;7;0
02DC;Corlaer College;00;NIJKERK GLD;0267;NIJKERK;Gelderland;1037;55;47;41
02DC;Corlaer College;03;NIJKERK GLD;0267;NIJKERK;Gelderland;996;53;115;1
02DF;Grotiuscollege Stedelijke Scholengemeenschap voor Lyceum Havo Mavo;00;HEERLEN;0917;HEERLEN;Limburg;981;98;36;96
02DO;Protestants Scholengemeenschap Het Noordik voor Lyceum Havo Mavo Vbo Lwoo;00;ALMELO;0141;ALMELO;Overijssel;1459;129;89;33
02DO;Protestants Scholengemeenschap Het Noordik voor Lyceum Havo Mavo Vbo Lwoo;01;ALMELO;0141;ALMELO;Overijssel;697;28;9;82
02DO;Protestants Scholengemeenschap Het Noordik voor Lyceum Havo Mavo Vbo Lwoo;02;VRIEZENVEEN;1700;TWENTERAND;Overijssel;625;18;20;33
02DO;Protestants Scholengemeenschap Het Noordik voor Lyceum Havo Mavo Vbo Lwoo;03;VROOMSHOOP;1700;TWENTERAND;Overijssel;588;18;50;42
02DQ;Christelijk Gymnasium Sorghvliet;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;803;42;1;0
02DW;Gymnasium Bernrode;00;HEESWIJK-DINTHER;1721;BERNHEZE;Noord-Brabant;659;32;7;0
02DZ;St Stanislascoll RK SGM v Lyc Havo Mavo Vbo Lwoo;00;DELFT;0503;DELFT;Zuid-Holland;1734;70;43;16
02DZ;St Stanislascoll RK SGM v Lyc Havo Mavo Vbo Lwoo;02;DELFT;0503;DELFT;Zuid-Holland;535;33;17;6
02DZ;St Stanislascoll RK SGM v Lyc Havo Mavo Vbo Lwoo;03;PIJNACKER;1926;PIJNACKER-NOOTDORP;Zuid-Holland;1287;75;140;19
02DZ;St Stanislascoll RK SGM v Lyc Havo Mavo Vbo Lwoo;04;DELFT;0503;DELFT;Zuid-Holland;768;39;60;60
02DZ;St Stanislascoll RK SGM v Lyc Havo Mavo Vbo Lwoo;06;RIJSWIJK ZH;0603;RIJSWIJK;Zuid-Holland;524;30;9;8
02EA;Chr SGM op Ref Grondsl v Lyc Havo Mavo Vbo Lwoo;02;LEKKERKERK;1931;KRIMPENERWAARD;Zuid-Holland;535;5;33;20
02EA;Chr SGM op Ref Grondsl v Lyc Havo Mavo Vbo Lwoo;03;LEIDEN;0546;LEIDEN;Zuid-Holland;433;4;18;25
02EA;Chr SGM op Ref Grondsl voor Pro, Lwoo, Vmbo, Havo en Vwo;00;GOUDA;0513;GOUDA;Zuid-Holland;2948;84;118;56
02EB;Christelijk Scholengemeenschap Vincent van Gogh Lyceum Havo Mavo Vbo Lwoo;00;ASSEN;0106;ASSEN;Drenthe;1356;136;52;4
02EB;Christelijk Scholengemeenschap Vincent van Gogh Lyceum Havo Mavo Vbo Lwoo;04;ASSEN;0106;ASSEN;Drenthe;776;50;34;27
02EB;Christelijk Scholengemeenschap Vincent van Gogh Lyceum Havo Mavo Vbo Lwoo;06;ASSEN;0106;ASSEN;Drenthe;17;3;0;0
02EB;Christelijk Scholengemeenschap Vincent van Gogh Lyceum Havo Mavo Vbo Lwoo;07;BEILEN;1731;MIDDEN-DRENTHE;Drenthe;538;18;13;48
02EK;Pius X College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;00;ALMELO;0141;ALMELO;Overijssel;631;43;25;22
02EK;Pius X College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;01;ALMELO;0141;ALMELO;Overijssel;455;10;18;34
02EK;Pius X College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;02;RIJSSEN;1742;RIJSSEN-HOLTEN;Overijssel;468;15;10;40
02EV;W De Zwijgercoll Chr SGM Vwo Havo op Chr Grndslg;00;BUSSUM;1942;GOOISE MEREN;Noord-Holland;1008;58;34;8
02EX;Christelijke Scholengemeenschap voor VMBO Harderwijk;04;ZEEWOLDE;0050;ZEEWOLDE;Flevoland;49;1;3;1
02EX;Christelijke Scholengemeenschap voor VMBO Harderwijk;05;HARDERWIJK;0243;HARDERWIJK;Gelderland;237;8;13;16
02EX;Morgen College christelijke scholengemeenschap voor vmbo;00;HARDERWIJK;0243;HARDERWIJK;Gelderland;487;23;17;10
02EX;Morgen College christelijke scholengemeenschap voor vmbo;07;HARDERWIJK;0243;HARDERWIJK;Gelderland;132;64;0;6
02FB;Christelijk College Nassau-Veluwe;00;HARDERWIJK;0243;HARDERWIJK;Gelderland;1410;102;58;8
02FC;PC SGM Ulenhof College v Ath Havo Mavo Vbo Lwoo;00;DOETINCHEM;0222;DOETINCHEM;Gelderland;1609;95;25;32
02FC;PC SGM Ulenhof College v Ath Havo Mavo Vbo Lwoo;04;VORDEN;1876;BRONCKHORST;Gelderland;276;3;5;17
02FC;PC SGM Ulenhof College v Ath Havo Mavo Vbo Lwoo;07;VORDEN;1876;BRONCKHORST;Gelderland;147;6;1;1
02FY;OMO Scholengroep Bergen op Zoom e.o. voor Lyceum Havo Mavo Vbo Lwoo;00;BERGEN OP ZOOM;0748;BERGEN OP ZOOM;Noord-Brabant;666;71;32;4
02FY;OMO Scholengroep Bergen op Zoom e.o., 't Ravelijn;02;STEENBERGEN NB;0851;STEENBERGEN;Noord-Brabant;619;14;9;6
02FY;OMO Scholengroep Bergen op Zoom e.o., ZoomMAVO;04;BERGEN OP ZOOM;0748;BERGEN OP ZOOM;Noord-Brabant;134;12;2;7
02FY;OMO Scholengroep Bergen op Zoom e.o., ZuidWestHoek College;01;OSSENDRECHT;0873;WOENSDRECHT;Noord-Brabant;625;28;28;17
02GF;Mgr Frencken College voor Atheneum en Havo;00;OOSTERHOUT NB;0826;OOSTERHOUT;Noord-Brabant;1352;90;44;4
02GJ;Christelijk College De Populier;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;896;36;61;12
02GJ;Christelijk College De Populier;01;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;377;10;0;57
02GN;SGM Kennemer Lyc Bz Sch Alg Grondsl v Vwo Havo;00;OVERVEEN;0377;BLOEMENDAAL;Noord-Holland;892;75;24;20
02GP;Het Rijnlands Lyceum Scholengemeenschap voor Havo VWO;00;WASSENAAR;0629;WASSENAAR;Zuid-Holland;789;41;10;7
02GP;Het Rijnlands Lyceum Scholengemeenschap voor Mavo Havo Lyceum;06;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;321;39;0;8
02GP;Het Rijnlands Lyceum vestiging International School of The Haque;05;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;1252;39;0;184
02GP;Het Rijnlands Lyceum vestiging School voorJong Talent;04;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;146;11;3;0
02GS;Scholengemeenschap Montessori Lyceum Rotterdam voor Gymnasium Atheneum en Havo;00;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;990;68;12;5
02HI;Internationale Schakelklas Bergen op Zoom;08;BERGEN OP ZOOM;0748;BERGEN OP ZOOM;Noord-Brabant;159;58;0;0
02HI;Steenspil  VMBO;00;HALSTEREN;0748;BERGEN OP ZOOM;Noord-Brabant;463;12;12;8
02HI;Steenspil VMBO, locatie Pomona;06;BERGEN OP ZOOM;0748;BERGEN OP ZOOM;Noord-Brabant;140;3;5;6
02IB;DaCapocollege Rijksweg Zuid voor Mavo Vbo Lwoo;00;SITTARD;1883;SITTARD-GELEEN;Limburg;122;10;7;3
02IB;DaCapocollege Rijksweg Zuid voor Mavo Vbo Lwoo;05;GELEEN;1883;SITTARD-GELEEN;Limburg;94;22;0;1
02IB;DaCapocollege Rijksweg Zuid voor Mavo Vbo Lwoo;07;SITTARD;1883;SITTARD-GELEEN;Limburg;257;18;0;2
02IB;DaCapocollege Rijksweg Zuid voor Mavo Vbo Lwoo;08;SITTARD;1883;SITTARD-GELEEN;Limburg;423;25;0;19
02IB;DaCapocollege Rijksweg Zuid voor Mavo Vbo Lwoo;09;SITTARD;1883;SITTARD-GELEEN;Limburg;186;61;0;0
02IC;Edudelta College Middelharnis locatie Schoolstraat afd. Techniek en Economie;00;MIDDELHARNIS;1924;GOEREE-OVERFLAKKEE;Zuid-Holland;439;4;23;23
02JG;Emelwerda College Christelijke Scholengemeenschap voor Lwoo Mavo Havo Vwo;00;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;1083;76;43;8
02JG;Emelwerda College Christelijke Scholengemeenschap voor Lwoo Mavo Havo Vwo;04;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;294;10;6;11
02JG;Emelwerda College Christelijke Scholengemeenschap voor Lwoo Mavo Havo Vwo;05;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;173;5;5;13
02KB;Teylingen College voor Atheneum Havo Mavo Vbo Lwoo;01;NOORDWIJKERHOUT;0575;NOORDWIJK;Zuid-Holland;1547;86;70;171
02KB;Teylingen College voor Atheneum Havo Mavo Vbo Lwoo;02;OEGSTGEEST;0579;OEGSTGEEST;Zuid-Holland;608;20;7;126
02KB;Teylingen College voor Gymnasium Atheneum Havo Mavo Vbo Lwoo;00;VOORHOUT;1525;TEYLINGEN;Zuid-Holland;873;17;2;22
02KB;Teylingen College voor Gymnasium Atheneum Havo Mavo Vbo Lwoo;06;KATWIJK ZH;0537;KATWIJK;Zuid-Holland;99;46;5;5
02KM;Haarlem College Scholengemeenschap voor Mavo Vbo Lwoo;00;HAARLEM;0392;HAARLEM;Noord-Holland;966;62;19;21
02KR;St Bonifatius Mavo;00;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;507;19;9;25
02LB;Nieuw Zuid Openbare Scholengemeenschap voor Gymn. Ath. HAVO MAVO VMBO PRO  LWOO;00;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;562;81;1;9
02LB;Nieuw Zuid Openbare Scholengemeenschap voor Gymn. Ath. HAVO MAVO VMBO PRO LWOO;01;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;183;52;0;0
02LB;Nieuw Zuid Openbare Scholengemeenschap voor Gymn. Ath. HAVO MAVO VMBO PRO LWOO;08;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;653;52;4;94
02LG;Carmelcollege Gouda voor tto gym ath havo mavo vmbo lwoo eoa;00;GOUDA;0513;GOUDA;Zuid-Holland;374;53;13;8
02LG;Carmelcollege Gouda voor tto gym ath havo mavo vmbo lwoo eoa;06;GOUDA;0513;GOUDA;Zuid-Holland;737;46;37;22
02LG;Carmelcollege Gouda voor tto gym ath havo mavo vmbo lwoo eoa;08;GOUDA;0513;GOUDA;Zuid-Holland;119;60;0;3
02ME;Tabor College voor Vwo Havo Mavo Vmbo Lwoo;00;HOORN NH;0405;HOORN;Noord-Holland;1111;26;15;20
02ME;Tabor College voor Vwo Havo Mavo Vmbo Lwoo locactie Oscar Romero;02;HOORN NH;0405;HOORN;Noord-Holland;1451;69;51;61
02ME;Tabor College voor Vwo Havo Mavo Vmbo Lwoo, locatie Werenfridus;01;HOORN NH;0405;HOORN;Noord-Holland;1442;93;51;43
02MF;Christelijke Scholengemeenschap voor VMBO en Praktijkonderwijs;00;VEENENDAAL;0345;VEENENDAAL;Utrecht;962;19;44;51
02MU;Sint Maartenscollege Scholengemeenschap voor Vwo Havo en Mavo;00;VOORBURG;1916;LEIDSCHENDAM-VOORBURG;Zuid-Holland;1263;46;66;55
02NZ;Ludger College voor Lyceum Havo Mavo Vbo Lwoo;00;DOETINCHEM;0222;DOETINCHEM;Gelderland;1211;90;18;16
02NZ;Ludger College voor Lyceum Havo Mavo Vbo Lwoo;01;DOETINCHEM;0222;DOETINCHEM;Gelderland;1102;29;25;51
02NZ;Ludger College voor Lyceum Havo Mavo Vbo Lwoo;09;DOETINCHEM;0222;DOETINCHEM;Gelderland;602;12;0;215
02NZ;Ludger College voor Lyceum Havo Mavo Vbo Lwoo;10;DOETINCHEM;0222;DOETINCHEM;Gelderland;152;59;0;15
02PA;Stichting Media Amsterdam;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;292;4;15;28
02QN;Rooms Katholieke Scholengemeenschap Marianum voor Lyc Havo Mavo Vbo Lwoo;00;GROENLO;1586;OOST GELRE;Gelderland;1041;59;29;23
02QN;Rooms Katholieke Scholengemeenschap Marianum voor Lyc Havo Mavo Vbo Lwoo;02;LICHTENVOORDE;1586;OOST GELRE;Gelderland;761;9;23;37
02QO;Sint Oelbert Gymnasium;00;OOSTERHOUT NB;0826;OOSTERHOUT;Noord-Brabant;807;77;14;0
02QP;St Willibrord Gymnasium;00;DEURNE;0762;DEURNE;Noord-Brabant;427;34;5;0
02QQ;Notre Dame Des Anges Havo;00;UBBERGEN;1945;BERG EN DAL;Gelderland;599;46;6;16
02QT;Maurick College Scholengemeenschap voor vmbo, havo, atheneum en gymnasium;00;VUGHT;0865;VUGHT;Noord-Brabant;1868;157;30;91
02QX;Petrus Canisius Colleg Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;00;ALKMAAR;0361;ALKMAAR;Noord-Holland;1058;125;35;5
02QX;Petrus Canisius Colleg Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;01;ALKMAAR;0361;ALKMAAR;Noord-Holland;563;25;14;72
02QX;Petrus Canisius Colleg Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;03;ALKMAAR;0361;ALKMAAR;Noord-Holland;638;49;11;58
02QX;Petrus Canisius Colleg Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;06;BERGEN NH;0373;BERGEN NH;Noord-Holland;139;3;6;24
02QX;Petrus Canisius Colleg Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;07;HEILOO;0399;HEILOO;Noord-Holland;366;0;8;69
02QZ;Keizer Karel College Vwo Havo;00;AMSTELVEEN;0362;AMSTELVEEN;Noord-Holland;1766;105;38;22
02RA;Katholieke Scholengemeenschap Veluws College voor Gymn Ath Havo Mavo en Vmbo;00;APELDOORN;0200;APELDOORN;Gelderland;1513;102;21;10
02RA;Katholieke SGM Veluws College voor Gymn Ath Havo Mavo en Vmbo oec vst Twello;03;TWELLO;0285;VOORST;Gelderland;384;15;9;37
02RA;Katholieke SGM Veluws College voor Gymn Ath Havo Mavo en Vmbo vest Cortenbosch;01;APELDOORN;0200;APELDOORN;Gelderland;671;20;34;4
02RA;Katholieke SGM Veluws College voor Gymn Ath Havo Mavo en Vmbo vest Mheenpark;02;APELDOORN;0200;APELDOORN;Gelderland;697;29;35;29
02RA;Katholieke SGM Veluws College voor Gymn Ath Havo Mavo en Vmbo vest Mheenpark;05;APELDOORN;0200;APELDOORN;Gelderland;260;1;6;34
02SB;Sancta Maria Lyceum voor Havo, Atheneum en Gymnasium;00;HAARLEM;0392;HAARLEM;Noord-Holland;1452;77;33;11
02ST;Jorismavo;05;NIJMEGEN;0268;NIJMEGEN;Gelderland;170;15;0;2
02ST;Kandinsky College voor Lyc Havo Mavo Vbo Lwoo;04;MOLENHOEK LB;0944;MOOK EN MIDDELAAR;Limburg;259;12;4;2
02ST;Kandinsky College voor Lyc Havo Mavo Vbo Lwoo locatie Het Rijks VMBO Campus;03;NIJMEGEN;0268;NIJMEGEN;Gelderland;292;10;5;7
02ST;Kandinsky College voor Lyceum Havo Mavo Vbo Lwoo;00;NIJMEGEN;0268;NIJMEGEN;Gelderland;1464;78;33;48
02SY;Scholengemeenschap voor Vwo Dorenweerd College;00;DOORWERTH;0274;RENKUM;Gelderland;1163;47;26;206
02TC;Christiaan Huygens Coll. voor Lyc Havo Mavo Vbo Lwoo loc. Frits Philips lyc-mavo;04;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;1582;114;97;47
02TC;Christiaan Huygens College voor Lyceum Havo Mavo Vbo Lwoo;00;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;974;54;17;12
02TC;Christiaan Huygens College voor Lyceum Havo Mavo Vbo Lwoo locatie Olympia;03;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;426;22;8;12
02TD;CSG Jan Arentsz, SGM voor Lyceum Havo Mavo Vbo,  vestiging Van der Meij College;03;ALKMAAR;0361;ALKMAAR;Noord-Holland;111;4;0;5
02TD;Jan Arentsz Christelijke Scholengemeenschap voor Lyceum Havo Mavo Vbo;00;ALKMAAR;0361;ALKMAAR;Noord-Holland;1643;116;33;55
02TD;Jan Arentsz Christelijke Scholengemeenschap voor Lyceum Havo Mavo Vbo;04;ZUID-SCHARWOUDE;0416;LANGEDIJK;Noord-Holland;475;16;36;16
02TE;H Wesselink College Christelijke Scholengemeenschap voor Vwo Havo Mavo;00;AMSTELVEEN;0362;AMSTELVEEN;Noord-Holland;1739;99;28;180
02TG;Het Baarnsch Lyceum;00;BAARN;0308;BAARN;Utrecht;1007;30;41;19
02TH;Herman Jordanlyceum voor Gymnasium Atheneum en Havo Top;00;ZEIST;0355;ZEIST;Utrecht;887;51;8;5
02TZ;Rooms Katholieke Scholengemeenschap St Michaelcollege voor Atheneum en Havo;00;ZAANDAM;0479;ZAANSTAD;Noord-Holland;1320;80;35;19
02UB;St Vituscollege Bussum/Naarden;00;BUSSUM;1942;GOOISE MEREN;Noord-Holland;1230;65;42;17
02UC;Atheneum College Hageveld;00;HEEMSTEDE;0397;HEEMSTEDE;Noord-Holland;1396;78;24;0
02UE;Scholengemeenschap St Bonifatius College Lyceum Havo;00;UTRECHT;0344;UTRECHT;Utrecht;1519;85;32;16
02UG;Laurens Lyceum voor Vwo en Havo;00;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;855;70;35;4
02UP;Marnix College  Scholengemeenschap voor Gymnasium Atheneum Havo Mavo;00;EDE GLD;0228;EDE;Gelderland;915;89;5;16
02UP;Marnix College Scholengemeenschap voor Atheneum Havo Mavo;01;EDE GLD;0228;EDE;Gelderland;458;12;31;21
02US;Scholengemeenschap Haags Montessori Lyceum voor Lyceum Havo Mavo Vbo;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;1101;64;15;234
02UT;Vrijzinnig Christelijk Lyceum Scholengemeenschap voor Vwo en Havo;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;789;38;30;22
02UV;Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;00;GRONINGEN;0014;GRONINGEN;Groningen;749;70;5;9
02UV;Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;02;ZUIDHORN;1969;WESTERKWARTIER;Groningen;184;4;7;1
02UV;Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;03;DRACHTEN;0090;SMALLINGERLAND;Friesland;302;5;14;6
02UV;Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;04;LEEUWARDEN;0080;LEEUWARDEN;Friesland;212;3;12;10
02UV;Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;05;ASSEN;0106;ASSEN;Drenthe;264;4;6;14
02UV;Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;08;GRONINGEN;0014;GRONINGEN;Groningen;346;3;20;7
02UV;Gomarus College;17;GRONINGEN;0014;GRONINGEN;Groningen;568;20;8;26
02UV;Gomarus College;18;GRONINGEN;0014;GRONINGEN;Groningen;396;13;19;0
02UX;Vechtdal College Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo;00;HARDENBERG;0160;HARDENBERG;Overijssel;1862;107;62;57
02UX;Vechtdal College Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo;01;DEDEMSVAART;0160;HARDENBERG;Overijssel;470;17;20;30
02UX;Vechtdal College Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo;06;OMMEN;0175;OMMEN;Overijssel;1484;73;56;68
02VA;Roelof van Echten College;00;HOOGEVEEN;0118;HOOGEVEEN;Drenthe;1074;90;40;24
02VA;St. Roelof van Echten College voor Christelijk Voortgezet Onderwijs Hoogeveen;01;HOOGEVEEN;0118;HOOGEVEEN;Drenthe;860;40;15;14
02VB;Ichthus College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;01;KAMPEN;0166;KAMPEN;Overijssel;368;25;30;0
02VB;Ichthus College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;02;DRONTEN;0303;DRONTEN;Flevoland;736;20;52;17
02VB;Ichthus College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;07;KAMPEN;0166;KAMPEN;Overijssel;400;1;1;4
02VB;Ichthus College Scholengemeenschap voor Lyceum, Havo, Vmbo, Lwoo;00;KAMPEN;0166;KAMPEN;Overijssel;898;74;60;15
02VB;Ichthus College Scholengemeenschap voor Lyceum, Havo, Vmbo, Lwoo;16;DRONTEN;0303;DRONTEN;Flevoland;199;0;3;7
