BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;LWOO INDICATIE;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;Brugjaar 1-2;J;N.v.t.;N.v.t.;41;Lj LWOO vb op Bbg Lw;27;29;28;37;0;0;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;Brugjaar 1-2;J;N.v.t.;N.v.t.;43;Lj LWOO vb op Kbg Lw;1;0;1;0;0;0;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;Brugjaar 1-2;J;N.v.t.;N.v.t.;2210;LWOO MAVO/Theor Lw;0;0;1;0;0;0;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;31;Ljvb op VMBO-BBg Lw;8;8;6;9;0;0;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;32;Ljvb op VMBO-Kbg Lw;18;30;28;22;0;0;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;100;VWO-ATHENEUMSTROOM;27;28;34;36;0;0;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;300;HAVO;46;48;48;52;0;0;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;400;MAVO/Theor Lw-VMBO;44;38;46;57;0;0;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;HAVO lj 4-5;N;N.v.t.;Cultuur en Maatschappij;373;HAVO Prf Cul/Maat;0;0;0;0;0;0;5;8;2;9;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij;372;HAVO Prf Ec/Maat;0;0;0;0;0;0;21;10;15;15;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;379;HAVO Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;2;9;2;5;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;HAVO lj 4-5;N;N.v.t.;Natuur en Gezondheid;371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;1;17;4;13;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek;370;HAVO Prf Nat/Tech;0;0;0;0;0;0;3;2;8;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;16;4;4;1;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;1;1;0;1;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;1;1;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;100;VWO-ATHENEUMSTROOM;0;0;0;0;23;27;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;300;HAVO;0;0;0;0;51;44;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;J;Economie;Economie en ondernemen;6455;LWOO BB Economie en ondernemen;0;0;0;0;8;3;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;J;Economie;Handel en Verkoop;2552;LWOO Basisbg Lw Ec H & V;0;0;0;0;0;0;5;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;J;Economie;Handel en Verkoop;2652;LWOO Basisbg Lw LWT Ec H & V;0;0;0;0;0;0;1;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;J;Intersect. programma;Dienstverlening en producten;6955;LWOO BB Dienstverlening en producten;0;0;0;0;10;4;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;J;Intersect. programma;Sport, Dienstverlening en Veiligheid;3331;LWOO Basisbg Lw SDV;0;0;0;0;0;0;3;3;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;J;Zorg & Welzijn;Zorg en Welzijn -ISP;2541;LWOO Basisbg Lw ZrgWlz ZW-ISP;0;0;0;0;0;0;0;10;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;J;Zorg & Welzijn;Zorg en welzijn;6655;LWOO BB Zorg en welzijn;0;0;0;0;0;10;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;N;Economie;Economie en ondernemen;6411;VMBO BB Economie en ondernemen;0;0;0;0;4;1;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;N;Economie;Handel en Verkoop;2952;VMBO Basisbg Lw Ec H & V;0;0;0;0;0;0;2;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;N;Intersect. programma;Dienstverlening en producten;6911;VMBO BB Dienstverlening en producten;0;0;0;0;2;0;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;N;Intersect. programma;Sport, Dienstverlening en Veiligheid;3431;VMBO Basisbg Lw SDV;0;0;0;0;0;0;6;1;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;N;Zorg & Welzijn;Zorg en Welzijn -ISP;2941;VMBO Basisbg Lw ZrgWlz ZW-ISP;0;0;0;0;0;0;0;3;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO BL lj 3-4;N;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;0;1;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;J;Economie;Economie en ondernemen;6465;LWOO KB Economie en ondernemen;0;0;0;0;3;3;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;J;Intersect. programma;Dienstverlening en producten;6965;LWOO KB Dienstverlening en producten;0;0;0;0;4;4;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;J;Intersect. programma;Sport, Dienstverlening en Veiligheid;3332;LWOO Kaderbg Lw SDV;0;0;0;0;0;0;3;3;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;J;Zorg & Welzijn;Zorg en Welzijn -ISP;2441;LWOO Kaderbg Lw ZrgWlz ZW-ISP;0;0;0;0;0;0;0;5;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;J;Zorg & Welzijn;Zorg en welzijn;6665;LWOO KB Zorg en welzijn;0;0;0;0;0;3;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;N;Economie;Economie en ondernemen;6421;VMBO KB Economie en ondernemen;0;0;0;0;16;2;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;N;Economie;Handel en Administratie -ISP;2862;VMBO Kaderbg Lw Ec HA-ISP;0;0;0;0;0;0;16;8;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;N;Intersect. programma;Dienstverlening en producten;6921;VMBO KB Dienstverlening en producten;0;0;0;0;22;12;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;N;Intersect. programma;Sport, Dienstverlening en Veiligheid;3432;VMBO Kaderbg Lw SDV;0;0;0;0;0;0;17;9;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;N;Zorg & Welzijn;Zorg en Welzijn -ISP;2841;VMBO Kaderbg Lw ZrgWlz ZW-ISP;0;0;0;0;0;0;2;20;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO KL lj 3-4;N;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;0;20;0;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO TL lj 3-4;J;N.v.t.;N.v.t.;2210;LWOO MAVO/Theor Lw;0;0;0;0;0;0;1;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO TL lj 3-4;N;N.v.t.;N.v.t.;400;MAVO/Theor Lw-VMBO;0;0;0;0;55;44;52;59;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;0;1;0;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VMBO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4045;VMBO-TL naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;1;0;0;0;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;2;1;0;2;1;3
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;1;1;2;6;2;2
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;3;13;4;7;4;9
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;2;4;2;3;5;7
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;7;1;4;0;2;0
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;13;8;10;5;8;3
20AM;0;Farelcollege;RIDDERKERK;Zuid-Holland;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;0;1
20AM;4;Farelcollege;RIDDERKERK;Zuid-Holland;Praktijkonderwijs alle vj;N;N.v.t.;N.v.t.;90;Praktijkonderwijs;9;7;5;13;7;7;3;12;8;5;3;2
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;16;Ljvb op VWO/HAVO/VMBO-Th/Gm Lw;139;114;0;0;0;0;0;0;0;0;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;100;VWO-ATHENEUMSTROOM;0;0;37;31;0;0;0;0;0;0;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;200;VWO-GYMNASIUMSTROOM;0;0;2;4;0;0;0;0;0;0;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;300;HAVO;0;0;71;63;0;0;0;0;0;0;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;400;MAVO/Theor Lw-VMBO;0;0;71;50;0;0;0;0;0;0;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Cultuur en Maatschappij;373;HAVO Prf Cul/Maat;0;0;0;0;0;0;1;9;2;9;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij;372;HAVO Prf Ec/Maat;0;0;0;0;0;0;49;25;34;26;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Natuur en Gezondheid;371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;20;27;20;31;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek;370;HAVO Prf Nat/Tech;0;0;0;0;0;0;9;8;10;3;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;2;0;0;2;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;100;VWO-ATHENEUMSTROOM;0;0;0;0;27;27;0;0;0;0;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;200;VWO-GYMNASIUMSTROOM;0;0;0;0;2;9;0;0;0;0;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;300;HAVO;0;0;0;0;66;65;0;0;0;0;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;VMBO TL lj 3-4;J;N.v.t.;N.v.t.;2210;LWOO MAVO/Theor Lw;0;0;0;0;1;0;1;2;0;0;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;VMBO TL lj 3-4;N;N.v.t.;N.v.t.;400;MAVO/Theor Lw-VMBO;0;0;0;0;67;37;73;62;0;0;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;VMBO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;0;0;1;0;0;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;1;2;0;5;0;2
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;0;0;0;1;0;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;11;2;16;13;8;7
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;0;0;0;0;0;1
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;0;0;1
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;6;8;4;10;10;18
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;0;2;1;1;2;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;2;7;4;3;9;2
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;2;0;0;1;1;0
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;2;5;2;1
20AT;0;Scholengroep Het Plein;EINDHOVEN;Noord-Brabant;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;0;1
20AT;1;locatie, Aloysius De Roosten;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;J;N.v.t.;N.v.t.;2210;LWOO MAVO/Theor Lw;0;0;3;1;0;0;0;0;0;0;0;0
20AT;1;locatie, Aloysius De Roosten;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;400;MAVO/Theor Lw-VMBO;49;43;43;32;0;0;0;0;0;0;0;0
20AT;1;locatie, Aloysius De Roosten;EINDHOVEN;Noord-Brabant;VMBO TL lj 3-4;J;N.v.t.;N.v.t.;2210;LWOO MAVO/Theor Lw;0;0;0;0;6;3;9;9;0;0;0;0
20AT;1;locatie, Aloysius De Roosten;EINDHOVEN;Noord-Brabant;VMBO TL lj 3-4;N;N.v.t.;N.v.t.;400;MAVO/Theor Lw-VMBO;0;0;0;0;38;37;42;39;0;0;0;0
20AT;1;locatie, Aloysius De Roosten;EINDHOVEN;Noord-Brabant;VMBO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4045;VMBO-TL naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;1;1;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;J;N.v.t.;N.v.t.;41;Lj LWOO vb op Bbg Lw;0;0;11;6;0;0;0;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;J;N.v.t.;N.v.t.;43;Lj LWOO vb op Kbg Lw;0;0;3;1;0;0;0;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;31;Ljvb op VMBO-BBg Lw;18;16;9;4;0;0;0;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;32;Ljvb op VMBO-Kbg Lw;20;10;20;4;0;0;0;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO BL lj 3-4;J;Economie;Economie en ondernemen;6455;LWOO BB Economie en ondernemen;0;0;0;0;5;0;0;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO BL lj 3-4;J;Economie;Handel en Administratie -ISP;2562;LWOO Basisbg Lw Ec HA-ISP;0;0;0;0;0;0;2;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO BL lj 3-4;J;Techniek;Bouwen, wonen en interieur;6055;LWOO BB Bouwen, wonen en interieur;0;0;0;0;3;0;6;1;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO BL lj 3-4;J;Techniek;Mobiliteit en transport;6255;LWOO BB Mobiliteit en transport;0;0;0;0;10;0;6;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO BL lj 3-4;J;Techniek;Produceren, installeren en energie;6155;LWOO BB Produceren, installeren en energie;0;0;0;0;9;0;2;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO BL lj 3-4;J;Zorg & Welzijn;Zorg en welzijn;6655;LWOO BB Zorg en welzijn;0;0;0;0;1;7;1;13;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO BL lj 3-4;N;Economie;Economie en ondernemen;6411;VMBO BB Economie en ondernemen;0;0;0;0;1;0;0;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO BL lj 3-4;N;Techniek;Mobiliteit en transport;6211;VMBO BB Mobiliteit en transport;0;0;0;0;2;0;0;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO BL lj 3-4;N;Techniek;Produceren, installeren en energie;6111;VMBO BB Produceren, installeren en energie;0;0;0;0;1;0;3;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO BL lj 3-4;N;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;0;4;1;2;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO KL lj 3-4;J;Economie;Economie en ondernemen;6465;LWOO KB Economie en ondernemen;0;0;0;0;1;0;0;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO KL lj 3-4;J;Techniek;Bouwen, wonen en interieur;6065;LWOO KB Bouwen, wonen en interieur;0;0;0;0;4;1;2;1;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO KL lj 3-4;J;Techniek;Mobiliteit en transport;6265;LWOO KB Mobiliteit en transport;0;0;0;0;3;0;2;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO KL lj 3-4;J;Techniek;Produceren, installeren en energie;6165;LWOO KB Produceren, installeren en energie;0;0;0;0;8;0;5;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO KL lj 3-4;J;Zorg & Welzijn;Zorg en welzijn;6665;LWOO KB Zorg en welzijn;0;0;0;0;1;4;2;2;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO KL lj 3-4;N;Economie;Economie en ondernemen;6421;VMBO KB Economie en ondernemen;0;0;0;0;4;0;0;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO KL lj 3-4;N;Techniek;Bouwen, wonen en interieur;6021;VMBO KB Bouwen, wonen en interieur;0;0;0;0;4;0;1;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO KL lj 3-4;N;Techniek;Metaaltechniek;2812;VMBO Kaderbg Lw Tech Metaal;0;0;0;0;0;0;1;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO KL lj 3-4;N;Techniek;Mobiliteit en transport;6221;VMBO KB Mobiliteit en transport;0;0;0;0;5;0;6;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO KL lj 3-4;N;Techniek;Produceren, installeren en energie;6121;VMBO KB Produceren, installeren en energie;0;0;0;0;6;1;4;0;0;0;0;0
20AT;3;locatie, Vakcollege Eindhoven;EINDHOVEN;Noord-Brabant;VMBO KL lj 3-4;N;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;0;6;0;4;0;0;0;0
20AT;4;locatie, Antoon Schellenscoll;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;J;N.v.t.;N.v.t.;41;Lj LWOO vb op Bbg Lw;0;0;22;8;0;0;0;0;0;0;0;0
20AT;4;locatie, Antoon Schellenscoll;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;J;N.v.t.;N.v.t.;43;Lj LWOO vb op Kbg Lw;0;0;16;2;0;0;0;0;0;0;0;0
20AT;4;locatie, Antoon Schellenscoll;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;J;N.v.t.;N.v.t.;44;Lj LWOO vb op Th/Gm Lw;2;0;4;1;0;0;0;0;0;0;0;0
20AT;4;locatie, Antoon Schellenscoll;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;13;Ljvb op VMBO-Th/Gm Lw;25;2;17;5;0;0;0;0;0;0;0;0
20AT;4;locatie, Antoon Schellenscoll;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;31;Ljvb op VMBO-BBg Lw;12;16;6;4;0;0;0;0;0;0;0;0
20AT;4;locatie, Antoon Schellenscoll;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;32;Ljvb op VMBO-Kbg Lw;22;8;12;2;0;0;0;0;0;0;0;0
20AT;5;locatie, Praktijkschool Eindhv;EINDHOVEN;Noord-Brabant;Praktijkonderwijs alle vj;N;N.v.t.;N.v.t.;90;Praktijkonderwijs;24;20;20;21;39;30;36;30;29;19;2;9
20AT;7;locatie, Pleinschool Helder;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;15;Ljvb op VWO/HAVO;38;7;24;8;0;0;0;0;0;0;0;0
20AT;7;locatie, Pleinschool Helder;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij;372;HAVO Prf Ec/Maat;0;0;0;0;0;0;3;2;5;0;0;0
20AT;7;locatie, Pleinschool Helder;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;9;1;4;0;0;0
